player_id,AggressiveHitter,PatientHitter,FreeSwinger,ContactHitter,PowerHitter,PullHitter,PushHitter,SprayHitter,ToughOut,Slugger,SlapHitter,Refined,GoodCatcher,GreatCatcher,GdIFHtr,GrtIFHtr,PivotMan
518692,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False
518735,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
518934,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
519058,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
519203,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
519317,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
521692,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
527038,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
541645,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
542194,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
542303,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
542364,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
542583,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
542932,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
543063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
543068,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
543228,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
543257,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
543281,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
543305,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
543333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
543592,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
543760,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
543807,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
543877,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
543939,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
544725,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
545341,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
545358,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
545361,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
547180,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
547989,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
553869,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
553882,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
553993,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
570482,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
570731,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
571448,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
571466,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False
571657,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
571771,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
571970,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
571976,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False
571980,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
572041,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
572191,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
572204,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
572228,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
572233,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
572816,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
573131,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False
573262,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
575929,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
578428,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
592192,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
592206,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
592273,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
592325,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
592450,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
592518,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False
592626,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
592663,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
592669,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
592696,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
592885,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
593160,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
593428,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
593871,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
594777,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False
594807,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
595751,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
595777,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
595879,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
595978,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
596019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
596059,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
596103,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
596115,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
596129,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
596142,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
596146,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
596748,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
596847,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
598265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
600869,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
602074,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
602104,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
605119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
605137,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
605141,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False
605170,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
605204,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
605353,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
605612,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
606132,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
606157,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
606192,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
606466,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
606992,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
607043,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
607054,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
607208,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
607732,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
608070,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
608324,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
608336,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False
608348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
608369,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
608385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
608703,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False
614173,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
614177,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
621020,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
621028,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
621035,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
621043,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
621438,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
621439,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False
621493,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
621512,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
621550,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
621563,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
621566,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
622534,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
622682,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
622761,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
623205,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
623912,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
623993,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
624413,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
624414,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
624415,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
624428,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
624431,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
624503,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
624512,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False
624585,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
628450,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
630105,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
640461,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
641313,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
641355,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
641487,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
641531,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
641553,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
641645,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
641680,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
641820,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
641857,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
641914,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
641933,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
642133,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
642336,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
642350,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
642708,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
642715,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
642731,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
643217,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
643265,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
643289,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
643393,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
643396,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
643446,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
643524,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
645277,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
645302,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
646240,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
647304,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
647351,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
649557,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
649966,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
650333,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
650391,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
650402,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False
650489,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
650490,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
650559,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
650859,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
656305,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
656308,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
656555,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
656582,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
656775,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
656896,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
656941,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False
656976,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
657041,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
657077,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
657656,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
657757,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
660162,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
660271,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False
660636,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
660670,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
660688,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
660757,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
660766,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
660821,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
661388,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
662139,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
663457,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
663538,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
663586,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
663624,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
663647,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
663656,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
663697,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
663698,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
663728,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False
663757,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
663837,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
663845,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
663898,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
663993,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
664023,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
664034,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
664040,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
664056,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
664238,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
664702,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
664728,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
664761,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
664774,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
664913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
664983,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
665120,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
665161,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
665482,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
665489,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
665506,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
665742,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
665750,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
665833,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
665926,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
666158,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
666176,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
666182,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False
666185,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
666624,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
666801,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
666915,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
666969,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
666971,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
668227,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
668800,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
668804,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
668939,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
668942,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
669004,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
669016,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
669221,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
669222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
669242,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
669257,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
669261,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
669289,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
669304,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
669357,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
669374,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
669397,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
669701,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
669720,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
670032,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
670541,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
670623,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
670764,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False
670768,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False
670770,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
671277,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
671739,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
672386,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
672695,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
673357,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
673490,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
673548,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
676801,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
677551,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
677594,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False
677950,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
677951,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
679529,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
680757,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False
680911,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
680977,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
681082,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
682928,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
682985,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
683734,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
686469,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
